image,label
Bishop_88.jpg,Bishop
Bishop_89.jpg,Bishop
Bishop_9.jpg,Bishop
Bishop_90.jpg,Bishop
Bishop_91.jpg,Bishop
Bishop_92.jpg,Bishop
Bishop_93.jpg,Bishop
Bishop_94.jpg,Bishop
Bishop_95.jpg,Bishop
Bishop_96.jpg,Bishop
Bishop_97.jpg,Bishop
Bishop_98.jpg,Bishop
Bishop_99.jpg,Bishop
King_0.jpg,King
King_1.jpg,King
King_10.jpg,King
King_11.jpg,King
King_12.jpg,King
King_13.jpg,King
King_14.jpg,King
King_15.jpg,King
King_16.jpg,King
King_17.jpg,King
King_18.jpg,King
King_19.jpg,King
King_2.jpg,King
King_20.jpg,King
King_21.jpg,King
King_22.jpg,King
King_23.jpg,King
King_24.jpg,King
King_25.jpg,King
King_26.jpg,King
King_27.jpg,King
King_28.jpg,King
King_29.jpg,King
King_3.jpg,King
King_30.jpg,King
King_31.jpg,King
King_32.jpg,King
King_33.jpg,King
King_34.jpg,King
King_35.jpg,King
King_36.jpg,King
King_37.jpg,King
King_38.jpg,King
King_39.jpg,King
King_4.jpg,King
King_40.jpg,King
King_41.jpg,King
King_42.jpg,King
King_43.jpg,King
King_44.jpg,King
King_45.jpg,King
King_46.jpg,King
King_47.jpg,King
King_48.jpg,King
King_49.jpg,King
King_5.jpg,King
King_50.jpg,King
King_51.jpg,King
King_52.jpg,King
King_53.jpg,King
King_54.jpg,King
King_55.jpg,King
King_56.jpg,King
King_57.jpg,King
King_58.jpg,King
King_59.jpg,King
King_6.jpg,King
King_60.jpg,King
King_61.jpg,King
King_62.jpg,King
King_63.jpg,King
King_64.jpg,King
King_65.jpg,King
King_66.jpg,King
King_67.jpg,King
King_68.jpg,King
King_69.jpg,King
King_7.jpg,King
King_70.jpg,King
King_71.jpg,King
King_72.jpg,King
King_73.jpg,King
King_74.jpg,King
King_75.jpg,King
King_76.jpg,King
King_77.jpg,King
King_78.jpg,King
King_79.jpg,King
King_8.jpg,King
King_80.jpg,King
King_81.jpg,King
King_82.jpg,King
King_83.jpg,King
King_84.jpg,King
King_85.jpg,King
King_86.jpg,King
King_87.jpg,King
King_88.jpg,King
King_89.jpg,King
King_9.jpg,King
King_90.jpg,King
King_91.jpg,King
King_92.jpg,King
King_93.jpg,King
King_94.jpg,King
King_95.jpg,King
King_96.jpg,King
King_97.jpg,King
King_98.jpg,King
King_99.jpg,King
Knight_0.jpg,Knight
Knight_1.jpg,Knight
Knight_10.jpg,Knight
Knight_11.jpg,Knight
Knight_12.jpg,Knight
Knight_13.jpg,Knight
Knight_14.jpg,Knight
Knight_15.jpg,Knight
Knight_16.jpg,Knight
Knight_17.jpg,Knight
Knight_18.jpg,Knight
Knight_19.jpg,Knight
Knight_2.jpg,Knight
Knight_20.jpg,Knight
Knight_21.jpg,Knight
Knight_22.jpg,Knight
Knight_23.jpg,Knight
Knight_24.jpg,Knight
Knight_25.jpg,Knight
Knight_26.jpg,Knight
Knight_27.jpg,Knight
Knight_28.jpg,Knight
Knight_29.jpg,Knight
Knight_3.jpg,Knight
Knight_30.jpg,Knight
Knight_31.jpg,Knight
Knight_32.jpg,Knight
Knight_33.jpg,Knight
Knight_34.jpg,Knight
Knight_35.jpg,Knight
Knight_36.jpg,Knight
Knight_37.jpg,Knight
Knight_38.jpg,Knight
Knight_39.jpg,Knight
Knight_4.jpg,Knight
Knight_40.jpg,Knight
Knight_41.jpg,Knight
Knight_42.jpg,Knight
Knight_43.jpg,Knight
Knight_44.jpg,Knight
Knight_45.jpg,Knight
Knight_46.jpg,Knight
Knight_47.jpg,Knight
Knight_48.jpg,Knight
Knight_49.jpg,Knight
Knight_5.jpg,Knight
Knight_50.jpg,Knight
Knight_51.jpg,Knight
Knight_52.jpg,Knight
Knight_53.jpg,Knight
Knight_54.jpg,Knight
Knight_55.jpg,Knight
Knight_56.jpg,Knight
Knight_57.jpg,Knight
Knight_58.jpg,Knight
Knight_59.jpg,Knight
Knight_6.jpg,Knight
Knight_60.jpg,Knight
Knight_61.jpg,Knight
Knight_62.jpg,Knight
Knight_63.jpg,Knight
Knight_64.jpg,Knight
Knight_65.jpg,Knight
Knight_66.jpg,Knight
Knight_67.jpg,Knight
Knight_68.jpg,Knight
Knight_69.jpg,Knight
Knight_7.jpg,Knight
Knight_70.jpg,Knight
Knight_71.jpg,Knight
Knight_72.jpg,Knight
Knight_73.jpg,Knight
Knight_74.jpg,Knight
Knight_75.jpg,Knight
Knight_76.jpg,Knight
Knight_77.jpg,Knight
Knight_78.jpg,Knight
Knight_79.jpg,Knight
Knight_8.jpg,Knight
Knight_80.jpg,Knight
Knight_81.jpg,Knight
Knight_82.jpg,Knight
Knight_83.jpg,Knight
Knight_84.jpg,Knight
Knight_85.jpg,Knight
Knight_86.jpg,Knight
Knight_87.jpg,Knight
Knight_88.jpg,Knight
Knight_89.jpg,Knight
Knight_9.jpg,Knight
Knight_90.jpg,Knight
Knight_91.jpg,Knight
Knight_92.jpg,Knight
Knight_93.jpg,Knight
Knight_94.jpg,Knight
Knight_95.jpg,Knight
Knight_96.jpg,Knight
Knight_97.jpg,Knight
Knight_98.jpg,Knight
Knight_99.jpg,Knight
Pawn_0.jpg,Pawn
Pawn_1.jpg,Pawn
Pawn_10.jpg,Pawn
Pawn_11.jpg,Pawn
Pawn_12.jpg,Pawn
Pawn_13.jpg,Pawn
Pawn_14.jpg,Pawn
Pawn_15.jpg,Pawn
Pawn_16.jpg,Pawn
Pawn_17.jpg,Pawn
Pawn_18.jpg,Pawn
Pawn_19.jpg,Pawn
Pawn_2.jpg,Pawn
Pawn_20.jpg,Pawn
Pawn_21.jpg,Pawn
Pawn_22.jpg,Pawn
Pawn_23.jpg,Pawn
Pawn_24.jpg,Pawn
Pawn_25.jpg,Pawn
Pawn_26.jpg,Pawn
Pawn_27.jpg,Pawn
Pawn_28.jpg,Pawn
Pawn_29.jpg,Pawn
Pawn_3.jpg,Pawn
Pawn_30.jpg,Pawn
Pawn_31.jpg,Pawn
Pawn_32.jpg,Pawn
Pawn_33.jpg,Pawn
Pawn_34.jpg,Pawn
Pawn_35.jpg,Pawn
Pawn_36.jpg,Pawn
Pawn_37.jpg,Pawn
Pawn_38.jpg,Pawn
Pawn_39.jpg,Pawn
Pawn_4.jpg,Pawn
Pawn_40.jpg,Pawn
Pawn_41.jpg,Pawn
Pawn_42.jpg,Pawn
Pawn_43.jpg,Pawn
Pawn_44.jpg,Pawn
Pawn_45.jpg,Pawn
Pawn_46.jpg,Pawn
Pawn_47.jpg,Pawn
Pawn_48.jpg,Pawn
Pawn_49.jpg,Pawn
Pawn_5.jpg,Pawn
Pawn_50.jpg,Pawn
Pawn_51.jpg,Pawn
Pawn_52.jpg,Pawn
Pawn_53.jpg,Pawn
Pawn_54.jpg,Pawn
Pawn_55.jpg,Pawn
Pawn_56.jpg,Pawn
Pawn_57.jpg,Pawn
Pawn_58.jpg,Pawn
Pawn_59.jpg,Pawn
Pawn_6.jpg,Pawn
Pawn_60.jpg,Pawn
Pawn_61.jpg,Pawn
Pawn_62.jpg,Pawn
Pawn_63.jpg,Pawn
Pawn_64.jpg,Pawn
Pawn_65.jpg,Pawn
Pawn_66.jpg,Pawn
Pawn_67.jpg,Pawn
Pawn_68.jpg,Pawn
Pawn_69.jpg,Pawn
Pawn_7.jpg,Pawn
Pawn_70.jpg,Pawn
Pawn_71.jpg,Pawn
Pawn_72.jpg,Pawn
Pawn_73.jpg,Pawn
Pawn_74.jpg,Pawn
Pawn_75.jpg,Pawn
Pawn_76.jpg,Pawn
Pawn_77.jpg,Pawn
Pawn_78.jpg,Pawn
Pawn_79.jpg,Pawn
Pawn_8.jpg,Pawn
Pawn_80.jpg,Pawn
Pawn_81.jpg,Pawn
Pawn_82.jpg,Pawn
Pawn_83.jpg,Pawn
Pawn_84.jpg,Pawn
Pawn_85.jpg,Pawn
Pawn_86.jpg,Pawn
Pawn_87.jpg,Pawn
Pawn_88.jpg,Pawn
Pawn_89.jpg,Pawn
Pawn_9.jpg,Pawn
Pawn_90.jpg,Pawn
Pawn_91.jpg,Pawn
Pawn_92.jpg,Pawn
Pawn_93.jpg,Pawn
Pawn_94.jpg,Pawn
Pawn_95.jpg,Pawn
Pawn_96.jpg,Pawn
Pawn_97.jpg,Pawn
Pawn_98.jpg,Pawn
Pawn_99.jpg,Pawn
Queen_0.jpg,Queen
Queen_1.jpg,Queen
Queen_10.jpg,Queen
Queen_11.jpg,Queen
Queen_12.jpg,Queen
Queen_13.jpg,Queen
Queen_14.jpg,Queen
Queen_15.jpg,Queen
Queen_16.jpg,Queen
Queen_17.jpg,Queen
Queen_18.jpg,Queen
Queen_19.jpg,Queen
Queen_2.jpg,Queen
Queen_20.jpg,Queen
Queen_21.jpg,Queen
Queen_22.jpg,Queen
Queen_23.jpg,Queen
Queen_24.jpg,Queen
Queen_25.jpg,Queen
Queen_26.jpg,Queen
Queen_27.jpg,Queen
Queen_28.jpg,Queen
Queen_29.jpg,Queen
Queen_3.jpg,Queen
Queen_30.jpg,Queen
Queen_31.jpg,Queen
Queen_32.jpg,Queen
Queen_33.jpg,Queen
Queen_34.jpg,Queen
Queen_35.jpg,Queen
Queen_36.jpg,Queen
Queen_37.jpg,Queen
Queen_38.jpg,Queen
Queen_39.jpg,Queen
Queen_4.jpg,Queen
Queen_40.jpg,Queen
Queen_41.jpg,Queen
Queen_42.jpg,Queen
Queen_43.jpg,Queen
Queen_44.jpg,Queen
Queen_45.jpg,Queen
Queen_46.jpg,Queen
Queen_47.jpg,Queen
Queen_48.jpg,Queen
Queen_49.jpg,Queen
Queen_5.jpg,Queen
Queen_50.jpg,Queen
Queen_51.jpg,Queen
Queen_52.jpg,Queen
Queen_53.jpg,Queen
Queen_54.jpg,Queen
Queen_55.jpg,Queen
Queen_56.jpg,Queen
Queen_57.jpg,Queen
Queen_58.jpg,Queen
Queen_59.jpg,Queen
Queen_6.jpg,Queen
Queen_60.jpg,Queen
Queen_61.jpg,Queen
Queen_62.jpg,Queen
Queen_63.jpg,Queen
Queen_64.jpg,Queen
Queen_65.jpg,Queen
Queen_66.jpg,Queen
Queen_67.jpg,Queen
Queen_68.jpg,Queen
Queen_69.jpg,Queen
Queen_7.jpg,Queen
Queen_70.jpg,Queen
Queen_71.jpg,Queen
Queen_72.jpg,Queen
Queen_73.jpg,Queen
Queen_74.jpg,Queen
Queen_75.jpg,Queen
Queen_76.jpg,Queen
Queen_77.jpg,Queen
Queen_78.jpg,Queen
Queen_79.jpg,Queen
Queen_8.jpg,Queen
Queen_80.jpg,Queen
Queen_81.jpg,Queen
Queen_82.jpg,Queen
Queen_83.jpg,Queen
Queen_84.jpg,Queen
Queen_85.jpg,Queen
Queen_86.jpg,Queen
Queen_87.jpg,Queen
Queen_88.jpg,Queen
Queen_89.jpg,Queen
Queen_9.jpg,Queen
Queen_90.jpg,Queen
Queen_91.jpg,Queen
Queen_92.jpg,Queen
Queen_93.jpg,Queen
Queen_94.jpg,Queen
Queen_95.jpg,Queen
Queen_96.jpg,Queen
Queen_97.jpg,Queen
Queen_98.jpg,Queen
Queen_99.jpg,Queen
Rook_0.jpg,Rook
Rook_1.jpg,Rook
Rook_10.jpg,Rook
Rook_11.jpg,Rook
Rook_12.jpg,Rook
Rook_13.jpg,Rook
Rook_14.jpg,Rook
Rook_15.jpg,Rook
Rook_16.jpg,Rook
Rook_17.jpg,Rook
Rook_18.jpg,Rook
Rook_19.jpg,Rook
Rook_2.jpg,Rook
Rook_20.jpg,Rook
Rook_21.jpg,Rook
Rook_22.jpg,Rook
Rook_23.jpg,Rook
Rook_24.jpg,Rook
Rook_25.jpg,Rook
Rook_26.jpg,Rook
Rook_27.jpg,Rook
Rook_28.jpg,Rook
Rook_29.jpg,Rook
Rook_3.jpg,Rook
Rook_30.jpg,Rook
Rook_31.jpg,Rook
Rook_32.jpg,Rook
Rook_33.jpg,Rook
Rook_34.jpg,Rook
Rook_35.jpg,Rook
Rook_36.jpg,Rook
Rook_37.jpg,Rook
Rook_38.jpg,Rook
Rook_39.jpg,Rook
Rook_4.jpg,Rook
Rook_40.jpg,Rook
Rook_41.jpg,Rook
Rook_42.jpg,Rook
Rook_43.jpg,Rook
Rook_44.jpg,Rook
Rook_45.jpg,Rook
Rook_46.jpg,Rook
Rook_47.jpg,Rook
Rook_48.jpg,Rook
Rook_49.jpg,Rook
Rook_5.jpg,Rook
Rook_50.jpg,Rook
Rook_51.jpg,Rook
Rook_52.jpg,Rook
Rook_53.jpg,Rook
Rook_54.jpg,Rook
Rook_55.jpg,Rook
Rook_56.jpg,Rook
Rook_57.jpg,Rook
Rook_58.jpg,Rook
Rook_59.jpg,Rook
Rook_6.jpg,Rook
Rook_60.jpg,Rook
Rook_61.jpg,Rook
Rook_62.jpg,Rook
Rook_63.jpg,Rook
Rook_64.jpg,Rook
Rook_65.jpg,Rook
Rook_66.jpg,Rook
Rook_67.jpg,Rook
Rook_68.jpg,Rook
Rook_69.jpg,Rook
Rook_7.jpg,Rook
Rook_70.jpg,Rook
Rook_71.jpg,Rook
Rook_72.jpg,Rook
Rook_73.jpg,Rook
Rook_74.jpg,Rook
Rook_75.jpg,Rook
Rook_76.jpg,Rook
Rook_77.jpg,Rook
Rook_78.jpg,Rook
Rook_79.jpg,Rook
Rook_8.jpg,Rook
Rook_80.jpg,Rook
Rook_81.jpg,Rook
Rook_82.jpg,Rook
Rook_83.jpg,Rook
Rook_84.jpg,Rook
Rook_85.jpg,Rook
Rook_86.jpg,Rook
Rook_87.jpg,Rook
Rook_88.jpg,Rook
Rook_89.jpg,Rook
Rook_9.jpg,Rook
Rook_90.jpg,Rook
Rook_91.jpg,Rook
Rook_92.jpg,Rook
Rook_93.jpg,Rook
Rook_94.jpg,Rook
Rook_95.jpg,Rook
Rook_96.jpg,Rook
Rook_97.jpg,Rook
Rook_98.jpg,Rook
Rook_99.jpg,Rook
